ticker,security_name,listing_exchange,market_category,is_etf,is_test_issue,financial_status,cqs_symbol,nasdaq_symbol,is_nextshares
CIFR,Cipher Digital Inc. - Common Stock,Q,Q,N,N,N,,CIFR,N
CIG,Comp En De Mn Cemig ADS American Depositary Shares,N, ,N,N,,CIG,CIG,N
CIG-C,Comp En De Mn Cemig ADS American Depositary Receipts,N, ,N,N,,CIG.C,CIG.C,N
CIGI,Colliers International Group Inc.  - Subordinate Voting Shares,Q,Q,N,N,N,,CIGI,N
CII,"BlackRock Enhanced Large Cap Core Fund, Inc. Common Stock",N, ,N,N,,CII,CII,N
CIIT,"Tianci International, Inc. - Common Stock",Q,S,N,N,N,,CIIT,N
CIK,"Credit Suisse Asset Management Income Fund, Inc. Common Stock",A, ,N,N,,CIK,CIK,N
CIM,Chimera Investment Corporation Common Stock,N, ,N,N,,CIM,CIM,N
CIMN,Chimera Investment Corporation 9.000% Senior Notes due 2029,N, ,N,N,,CIMN,CIMN,N
CIMO,Chimera Investment Corporation 9.250% Senior Notes due 2029,N, ,N,N,,CIMO,CIMO,N
CIMP,Chimera Investment Corporation 8.875% Senior Notes due 2030,N, ,N,N,,CIMP,CIMP,N
CINF,Cincinnati Financial Corporation - Common Stock,Q,Q,N,N,N,,CINF,N
CING,Cingulate Inc. - Common Stock,Q,S,N,N,N,,CING,N
CINGW,Cingulate Inc. - Warrants,Q,S,N,N,N,,CINGW,N
CINT,CI&T Inc Class A Common Shares,N, ,N,N,,CINT,CINT,N
CION,CION Investment Corporation Common Stock,N, ,N,N,,CION,CION,N
CISO,"CISO Global, Inc. - Common Stock",Q,S,N,N,D,,CISO,N
CISS,C3is Inc. - Common Stock,Q,S,N,N,N,,CISS,N
CITR,CitroTech Inc. Common Stock,A, ,N,N,,CITR,CITR,N
CIVB,"Civista Bancshares, Inc.  - Common Stock",Q,S,N,N,N,,CIVB,N
CIX,CompX International Inc. Common Stock,A, ,N,N,,CIX,CIX,N
CJMB,Callan JMB Inc. - Common Stock,Q,S,N,N,D,,CJMB,N
CKX,"CKX Lands, Inc. Common Stock",A, ,N,N,,CKX,CKX,N
CL,Colgate-Palmolive Company Common Stock,N, ,N,N,,CL,CL,N
CLAR,Clarus Corporation - Common Stock,Q,Q,N,N,N,,CLAR,N
CLB,Core Laboratories Inc. Common Stock,N, ,N,N,,CLB,CLB,N
CLBK,"Columbia Financial, Inc. - Common Stock",Q,Q,N,N,N,,CLBK,N
CLBR,Colombier Acquisition Corp. III Class A Ordinary Shares,N, ,N,N,,CLBR,CLBR,N
CLBR-U,"Colombier Acquisition Corp. III Units, each consisting of one Class A ordinary share and one-eighth of one warrant",N, ,N,N,,CLBR.U,CLBR=,N
CLBR-W,"Colombier Acquisition Corp. III Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",N, ,N,N,,CLBR.WS,CLBR+,N
CLBT,Cellebrite DI Ltd. - Ordinary Shares,Q,Q,N,N,N,,CLBT,N
CLDI,"Calidi Biotherapeutics, Inc. Common Stock",A, ,N,N,,CLDI,CLDI,N
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,N, ,N,N,,CLDT,CLDT,N
CLDX,"Celldex Therapeutics, Inc. - Common Stock",Q,S,N,N,N,,CLDX,N
CLF,Cleveland-Cliffs Inc. Common Stock,N, ,N,N,,CLF,CLF,N
CLFD,"Clearfield, Inc. - Common Stock",Q,G,N,N,N,,CLFD,N
CLGN,CollPlant Biotechnologies Ltd. - Ordinary Shares,Q,S,N,N,D,,CLGN,N
CLH,"Clean Harbors, Inc. Common Stock",N, ,N,N,,CLH,CLH,N
CLIK,Click Holdings Limited - Ordinary Share,Q,S,N,N,N,,CLIK,N
CLIR,ClearSign Technologies Corporation - Common Stock,Q,S,N,N,N,,CLIR,N
CLLS,Cellectis S.A. - American Depositary Shares,Q,G,N,N,N,,CLLS,N
CLM,"Cornerstone Strategic Investment Fund, Inc. Common Shares",A, ,N,N,,CLM,CLM,N
CLMB,"Climb Global Solutions, Inc. - Common Stock",Q,G,N,N,N,,CLMB,N
CLMT,"Calumet, Inc - Common Stock",Q,Q,N,N,N,,CLMT,N
CLNE,Clean Energy Fuels Corp. - Common Stock,Q,Q,N,N,N,,CLNE,N
CLNN,Clene Inc. - Common Stock,Q,S,N,N,N,,CLNN,N
CLOV,"Clover Health Investments, Corp.  - Class A Common stock",Q,Q,N,N,N,,CLOV,N
CLPR,Clipper Realty Inc. Common Stock,N, ,N,N,,CLPR,CLPR,N
CLPS,CLPS Incorporation - Common Stock,Q,G,N,N,D,,CLPS,N
CLPT,ClearPoint Neuro Inc. - Common Stock,Q,S,N,N,N,,CLPT,N
CLRB,"Cellectar Biosciences, Inc. - Common Stock",Q,S,N,N,N,,CLRB,N
CLRO,"ClearOne, Inc. - Common Stock",Q,S,N,N,D,,CLRO,N
CLS,"Celestica, Inc. Common Stock",N, ,N,N,,CLS,CLS,N
CLSK,"CleanSpark, Inc. - Common Stock",Q,S,N,N,N,,CLSK,N
CLSKW,"CleanSpark, Inc. - Warrant",Q,S,N,N,N,,CLSKW,N
CLST,"Catalyst Bancorp, Inc. - common stock",Q,S,N,N,N,,CLST,N
CLVT,Clarivate Plc Ordinary Shares,N, ,N,N,,CLVT,CLVT,N
CLW,Clearwater Paper Corporation Common Stock,N, ,N,N,,CLW,CLW,N
CLWT,Euro Tech Holdings Company Limited - Ordinary Shares,Q,S,N,N,N,,CLWT,N
CLX,Clorox Company (The) Common Stock,N, ,N,N,,CLX,CLX,N
CLYM,"Climb Bio, Inc. - Common Stock",Q,G,N,N,N,,CLYM,N
CM,Canadian Imperial Bank of Commerce Common Stock,N, ,N,N,,CM,CM,N
CMBT,CMB.TECH NV Ordinary Shares,N, ,N,N,,CMBT,CMBT,N
CMC,Commercial Metals Company Common Stock,N, ,N,N,,CMC,CMC,N
CMCL,Caledonia Mining Corporation Plc Common Shares,A, ,N,N,,CMCL,CMCL,N
CMCM,"Cheetah Mobile Inc. American Depositary Shares, each representing fifty (50) Class A Ordinary Shares",N, ,N,N,,CMCM,CMCM,N
CMCO,Columbus McKinnon Corporation - Common Stock,Q,Q,N,N,N,,CMCO,N
CMCSA,Comcast Corporation - Class A Common Stock,Q,Q,N,N,N,,CMCSA,N
CMCT,Creative Media  - Common Stock,Q,S,N,N,N,,CMCT,N
CMDB,Costamare Bulkers Holdings Limited Common Stock,N, ,N,N,,CMDB,CMDB,N
CME,CME Group Inc. - Class A Common Stock,Q,Q,N,N,N,,CME,N
CMG,"Chipotle Mexican Grill, Inc. Common Stock",N, ,N,N,,CMG,CMG,N
CMI,Cummins Inc. Common Stock,N, ,N,N,,CMI,CMI,N
CMII,Columbus Circle Capital Corp II - Class A Ordinary Shares,Q,G,N,N,N,,CMII,N
CMIIU,Columbus Circle Capital Corp II - Unit,Q,G,N,N,N,,CMIIU,N
CMIIW,Columbus Circle Capital Corp II - Warrant,Q,G,N,N,N,,CMIIW,N
CMMB,Chemomab Therapeutics Ltd.  - American Depositary Shares,Q,S,N,N,N,,CMMB,N
CMND,Clearmind Medicine Inc. - Common Shares,Q,S,N,N,N,,CMND,N
CMP,Compass Minerals Intl Inc Common Stock,N, ,N,N,,CMP,CMP,N
CMPR,Cimpress plc - Ordinary Shares,Q,Q,N,N,N,,CMPR,N
CMPS,COMPASS Pathways Plc - American Depository Shares,Q,Q,N,N,N,,CMPS,N
CMPX,"Compass Therapeutics, Inc. - Common Stock",Q,S,N,N,N,,CMPX,N
CMRC,"Commerce.com, Inc. - Series 1 Common Stock",Q,G,N,N,N,,CMRC,N
CMRE,Costamare Inc. Common Stock $0.0001 par value,N, ,N,N,,CMRE,CMRE,N
CMS,CMS Energy Corporation Common Stock,N, ,N,N,,CMS,CMS,N
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,N, ,N,N,,CMSA,CMSA,N
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,N, ,N,N,,CMSC,CMSC,N
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,N, ,N,N,,CMSD,CMSD,N
CMT,Core Molding Technologies Inc Common Stock,A, ,N,N,,CMT,CMT,N
CMTG,"Claros Mortgage Trust, Inc. Common Stock",N, ,N,N,,CMTG,CMTG,N
CMTL,Comtech Telecommunications Corp. - Common Stock,Q,Q,N,N,N,,CMTL,N
CMTV,Community Bancorp.  - Common stock,Q,S,N,N,N,,CMTV,N
CNA,CNA Financial Corporation Common Stock,N, ,N,N,,CNA,CNA,N
CNC,Centene Corporation Common Stock,N, ,N,N,,CNC,CNC,N
CNCK,Coincheck Group N.V. - Ordinary Shares,Q,G,N,N,N,,CNCK,N
CNCKW,Coincheck Group N.V. - Warrants,Q,S,N,N,N,,CNCKW,N
CNDT,Conduent Incorporated - Common Stock,Q,Q,N,N,N,,CNDT,N
CNET,ZW Data Action Technologies Inc. - Common Stock,Q,S,N,N,D,,CNET,N
CNEY,CN Energy Group Inc. - Class A Ordinary Shares,Q,S,N,N,N,,CNEY,N
CNF,"CNFinance Holdings Limited American Depositary Shares, each representing two hundred (200) Ordinary Shares",N, ,N,N,,CNF,CNF,N
CNH,CNH Industrial N.V. Common Shares,N, ,N,N,,CNH,CNH,N
CNI,Canadian National Railway Company Common Stock,N, ,N,N,,CNI,CNI,N
CNK,"Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock",N, ,N,N,,CNK,CNK,N
CNL,Collective Mining Ltd. Common Shares,A, ,N,N,,CNL,CNL,N
CNM,"Core & Main, Inc. Class A Common Stock",N, ,N,N,,CNM,CNM,N
CNMD,CONMED Corporation Common Stock,N, ,N,N,,CNMD,CNMD,N
CNNE,"Cannae Holdings, Inc. Common Stock",N, ,N,N,,CNNE,CNNE,N
CNO,"CNO Financial Group, Inc. Common Stock",N, ,N,N,,CNO,CNO,N
CNOB,"ConnectOne Bancorp, Inc. - Common Stock",Q,Q,N,N,N,,CNOB,N
CNOBP,"ConnectOne Bancorp, Inc. - Depositary Shares (each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A, par value $0.00 per share)",Q,Q,N,N,N,,CNOBP,N
CNP,"CenterPoint Energy, Inc (Holding Co) Common Stock",N, ,N,N,,CNP,CNP,N
CNQ,Canadian Natural Resources Limited Common Stock,N, ,N,N,,CNQ,CNQ,N
CNR,"Core Natural Resources, Inc. Common Stock",N, ,N,N,,CNR,CNR,N
CNS,Cohen & Steers Inc Common Stock,N, ,N,N,,CNS,CNS,N
CNSP,"CNS Pharmaceuticals, Inc. - Common Stock",Q,S,N,N,N,,CNSP,N
CNTA,Centessa Pharmaceuticals plc - American Depositary Shares,Q,Q,N,N,N,,CNTA,N
CNTB,Connect Biopharma Holdings Limited - Ordinary Shares,Q,G,N,N,N,,CNTB,N
CNTN,"Canton Strategic Holdings, Inc. - Common Stock",Q,S,N,N,N,,CNTN,N
CNTX,Context Therapeutics Inc. - Common Stock,Q,S,N,N,N,,CNTX,N
CNTY,"Century Casinos, Inc. - Common Stock",Q,S,N,N,N,,CNTY,N
CNVS,Cineverse Corp. - Class A Common Stock,Q,S,N,N,N,,CNVS,N
CNX,CNX Resources Corporation Common Stock,N, ,N,N,,CNX,CNX,N
CNXC,Concentrix Corporation - Common Stock,Q,Q,N,N,N,,CNXC,N
CNXN,"PC Connection, Inc. - Common Stock",Q,Q,N,N,N,,CNXN,N
CNXU,Conexeu Sciences Inc. - Common Stock,Q,S,N,N,N,,CNXU,N
COAG,"Hemab Therapeutics Holdings, Inc. - Common Stock",Q,Q,N,N,N,,COAG,N
COCH,"Envoy Medical, Inc. - Class A Common Stock",Q,S,N,N,D,,COCH,N
COCHW,"Envoy Medical, Inc. - Warrant",Q,S,N,N,N,,COCHW,N
COCO,"The Vita Coco Company, Inc. - Common Stock",Q,Q,N,N,N,,COCO,N
COCP,"Cocrystal Pharma, Inc. - Common Stock",Q,S,N,N,N,,COCP,N
CODA,"Coda Octopus Group, Inc. - Common stock",Q,S,N,N,N,,CODA,N
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,N, ,N,N,,CODI,CODI,N
CODX,"Co-Diagnostics, Inc. - Common Stock",Q,S,N,N,N,,CODX,N
COE,"51Talk Online Education Group American depositary shares, each representing 60 Class A ordinary shares",A, ,N,N,,COE,COE,N
COF,Capital One Financial Corporation Common Stock,N, ,N,N,,COF,COF,N
COFS,"ChoiceOne Financial Services, Inc. - Common Stock",Q,S,N,N,N,,COFS,N
COGT,"Cogent Biosciences, Inc. - Common Stock",Q,Q,N,N,N,,COGT,N
COHN,Cohen & Company Inc.,A, ,N,N,,COHN,COHN,N
COHR,Coherent Corp. Common Stock,N, ,N,N,,COHR,COHR,N
COHU,"Cohu, Inc. - Common Stock",Q,Q,N,N,N,,COHU,N
COIN,"Coinbase Global, Inc. - Class A Common Stock",Q,Q,N,N,N,,COIN,N
COKE,"Coca-Cola Consolidated, Inc. - Common Stock",Q,Q,N,N,N,,COKE,N
COLA,Columbus Acquisition Corp - Ordinary Shares,Q,G,N,N,D,,COLA,N
COLAR,Columbus Acquisition Corp - Rights,Q,G,N,N,N,,COLAR,N
COLAU,Columbus Acquisition Corp - Unit,Q,G,N,N,N,,COLAU,N
COLB,"Columbia Banking System, Inc. - Common Stock",Q,Q,N,N,N,,COLB,N
COLD,"Americold Realty Trust, Inc. Common Stock",N, ,N,N,,COLD,COLD,N
COLL,"Collegium Pharmaceutical, Inc. - Common Stock",Q,Q,N,N,N,,COLL,N
COLM,Columbia Sportswear Company - Common Stock,Q,Q,N,N,N,,COLM,N
COMP,"Compass, Inc. Class A Common Stock",N, ,N,N,,COMP,COMP,N
CON,"Concentra Group Holdings Parent, Inc. Common Stock",N, ,N,N,,CON,CON,N
COO,"The Cooper Companies, Inc.  - Common Stock",Q,Q,N,N,N,,COO,N
COOK,"Traeger, Inc. Common Stock",N, ,N,N,,COOK,COOK,N
COOT,Australian Oilseeds Holdings Limited - Ordinary Shares,Q,S,N,N,D,,COOT,N
COOTW,Australian Oilseeds Holdings Limited - Warrant,Q,S,N,N,N,,COOTW,N
COP,ConocoPhillips Common Stock,N, ,N,N,,COP,COP,N
COPL,Copley Acquisition Corp Ordinary Shares,N, ,N,N,,COPL,COPL,N
COPL-U,"Copley Acquisition Corp Units, each consisting of one ordinary share and one-half warrant",N, ,N,N,,COPL.U,COPL=,N
COPL-W,"Copley Acquisition Corp Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",N, ,N,N,,COPL.WS,COPL+,N
COR,"Cencora, Inc. Common Stock",N, ,N,N,,COR,COR,N
CORT,Corcept Therapeutics Incorporated - Common Stock,Q,S,N,N,N,,CORT,N
CORZ,"Core Scientific, Inc. - Common Stock",Q,Q,N,N,N,,CORZ,N
CORZW,"Core Scientific, Inc. - Tranche 1 Warrants",Q,Q,N,N,N,,CORZW,N
CORZZ,"Core Scientific, Inc. - Tranche 2 Warrants",Q,Q,N,N,N,,CORZZ,N
COSM,Cosmos Health Inc. - Common Stock,Q,S,N,N,D,,COSM,N
COSO,"CoastalSouth Bancshares, Inc. Common Stock",N, ,N,N,,COSO,COSO,N
COST,Costco Wholesale Corporation - Common Stock,Q,Q,N,N,N,,COST,N
COTY,Coty Inc. Class A Common Stock,N, ,N,N,,COTY,COTY,N
COUR,"Coursera, Inc. Common Stock",N, ,N,N,,COUR,COUR,N
COYA,"Coya Therapeutics, Inc. - Common Stock",Q,S,N,N,N,,COYA,N
CP,Canadian Pacific Kansas City Limited Common Shares,N, ,N,N,,CP,CP,N
CPA,"Copa Holdings, S.A. Class A Common Stock",N, ,N,N,,CPA,CPA,N
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),N, ,N,N,,CPAC,CPAC,N
CPAY,"Corpay, Inc. Common Stock",N, ,N,N,,CPAY,CPAY,N
CPB,The Campbell's Company - Common Stock,Q,Q,N,N,N,,CPB,N
CPBI,"Central Plains Bancshares, Inc. - Common Stock",Q,S,N,N,N,,CPBI,N
CPF,Central Pacific Financial Corp New,N, ,N,N,,CPF,CPF,N
CPHC,Canterbury Park Holding Corporation - Common Stock,Q,G,N,N,N,,CPHC,N
CPHI,"China Pharma Holdings, Inc. Common Stock",A, ,N,N,,CPHI,CPHI,N
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,Q,Q,N,N,N,,CPIX,N
CPK,Chesapeake Utilities Corporation Common Stock,N, ,N,N,,CPK,CPK,N
CPNG,"Coupang, Inc. Class A Common Stock",N, ,N,N,,CPNG,CPNG,N
CPOP,"Pop Culture Group Co., Ltd - Class A Ordinary Shares",Q,S,N,N,D,,CPOP,N
CPRI,Capri Holdings Limited Ordinary Shares,N, ,N,N,,CPRI,CPRI,N
CPRT,"Copart, Inc. - Common Stock",Q,Q,N,N,N,,CPRT,N
CPRX,"Catalyst Pharmaceuticals, Inc. - Common Stock",Q,S,N,N,N,,CPRX,N
CPS,Cooper-Standard Holdings Inc. Common Stock,N, ,N,N,,CPS,CPS,N
CPSH,CPS Technologies Corp. - Common Stock,Q,S,N,N,N,,CPSH,N
CPSS,"Consumer Portfolio Services, Inc. - Common Stock",Q,G,N,N,N,,CPSS,N
CPT,Camden Property Trust Common Stock,N, ,N,N,,CPT,CPT,N
CPZ,Calamos Long/Short Equity & Dynamic Income Trust - Closed End Fund,Q,Q,N,N,N,,CPZ,N
CQP,"Cheniere Energy Partners, LP Common Units",N, ,N,N,,CQP,CQP,N
CR,Crane Company Common Stock,N, ,N,N,,CR,CR,N
CRAC,Crown Reserve Acquisition Corp. I - Class A Ordinary Shares,Q,G,N,N,N,,CRAC,N
CRACR,Crown Reserve Acquisition Corp. I - Rights,Q,G,N,N,N,,CRACR,N
CRACU,Crown Reserve Acquisition Corp. I - Unit,Q,G,N,N,N,,CRACU,N
CRACW,Crown Reserve Acquisition Corp. I - Warrant,Q,G,N,N,N,,CRACW,N
CRAI,"CRA International,Inc. - Common Stock",Q,Q,N,N,N,,CRAI,N
CRAN,Crane Harbor Acquisition Corp. II - Class A Ordinary Shares,Q,G,N,N,N,,CRAN,N
CRANR,Crane Harbor Acquisition Corp. II - Rights,Q,G,N,N,N,,CRANR,N
CRANU,Crane Harbor Acquisition Corp. II - Units,Q,G,N,N,N,,CRANU,N
CRAQ,Cal Redwood Acquisition Corp. - Class A Ordinary Shares,Q,G,N,N,N,,CRAQ,N
CRAQR,Cal Redwood Acquisition Corp. - Right,Q,G,N,N,N,,CRAQR,N
CRAQU,Cal Redwood Acquisition Corp. - Units,Q,G,N,N,N,,CRAQU,N
CRBD,Corebridge Financial Inc. 6.375% Junior Subordinated Notes due 2064,N, ,N,N,,CRBD,CRBD,N
CRBG,Corebridge Financial Inc. Common Stock,N, ,N,N,,CRBG,CRBG,N
CRBP,"Corbus Pharmaceuticals Holdings, Inc. - Common Stock",Q,S,N,N,N,,CRBP,N
CRBU,"Caribou Biosciences, Inc. - Common Stock",Q,Q,N,N,N,,CRBU,N
CRC,California Resources Corporation Common Stock,N, ,N,N,,CRC,CRC,N
CRCL,"Circle Internet Group, Inc. Class A Common Stock",N, ,N,N,,CRCL,CRCL,N
CRCT,"Cricut, Inc. - Class A common stock",Q,Q,N,N,N,,CRCT,N
CRD-A,Crawford & Company Common Stock,N, ,N,N,,CRD.A,CRD.A,N
CRD-B,Crawford & Company Common Stock,N, ,N,N,,CRD.B,CRD.B,N
CRDF,"Cardiff Oncology, Inc. - Common Stock",Q,S,N,N,N,,CRDF,N
CRDL,Cardiol Therapeutics Inc. - Class A Common Shares,Q,S,N,N,N,,CRDL,N
CRDO,Credo Technology Group Holding Ltd - Ordinary Shares,Q,Q,N,N,N,,CRDO,N
CRE,Cre8 Enterprise Limited - Class A Ordinary Shares,Q,S,N,N,N,,CRE,N
CREG,Smart Powerr Corp. - Common Stock,Q,S,N,N,D,,CREG,N
CRESY,"Cresud S.A.C.I.F. y A. - American Depositary Shares, each representing ten shares of Common Stock",Q,Q,N,N,N,,CRESY,N
CREX,"Creative Realities, Inc. - Common Stock",Q,S,N,N,N,,CREX,N
CRF,"Cornerstone Total Return Fund, Inc. (The) Common Stock",A, ,N,N,,CRF,CRF,N
CRGO,Freightos Limited - Ordinary shares,Q,S,N,N,N,,CRGO,N
CRGOW,Freightos Limited - Warrants,Q,S,N,N,N,,CRGOW,N
CRGY,Crescent Energy Company Class A Common Stock,N, ,N,N,,CRGY,CRGY,N
CRH,CRH PLC Ordinary Shares,N, ,N,N,,CRH,CRH,N
CRI,"Carter's, Inc. Common Stock",N, ,N,N,,CRI,CRI,N
CRIS,"Curis, Inc. - Common Stock",Q,S,N,N,D,,CRIS,N
CRK,"Comstock Resources, Inc. Common Stock",N, ,N,N,,CRK,CRK,N
CRL,"Charles River Laboratories International, Inc. Common Stock",N, ,N,N,,CRL,CRL,N
CRM,"Salesforce, Inc. Common Stock",N, ,N,N,,CRM,CRM,N
CRMD,CorMedix Inc. - Common Stock,Q,G,N,N,N,,CRMD,N
CRML,Critical Metals Corp. - Ordinary Shares,Q,G,N,N,N,,CRML,N
CRMLW,Critical Metals Corp. - Warrants,Q,S,N,N,N,,CRMLW,N
CRMT,"America's Car-Mart, Inc. - Common Stock",Q,Q,N,N,N,,CRMT,N
CRNC,Cerence Inc. - Common Stock,Q,Q,N,N,N,,CRNC,N
CRNT,Ceragon Networks Ltd. - Ordinary Shares,Q,Q,N,N,N,,CRNT,N
CRNX,"Crinetics Pharmaceuticals, Inc. - Common Stock",Q,Q,N,N,N,,CRNX,N
CRON,Cronos Group Inc. - Common Share,Q,G,N,N,N,,CRON,N
CROX,"Crocs, Inc. - Common Stock",Q,Q,N,N,N,,CROX,N
CRS,Carpenter Technology Corporation Common Stock,N, ,N,N,,CRS,CRS,N
CRSP,CRISPR Therapeutics AG - Common Shares,Q,G,N,N,N,,CRSP,N
CRSR,"Corsair Gaming, Inc. - Common Stock",Q,Q,N,N,N,,CRSR,N
CRT,Cross Timbers Royalty Trust Common Stock,N, ,N,N,,CRT,CRT,N
CRTO,Criteo S.A. - American Depositary Shares,Q,Q,N,N,N,,CRTO,N
CRUS,"Cirrus Logic, Inc. - Common Stock",Q,Q,N,N,N,,CRUS,N
CRVL,CorVel Corp. - Common Stock,Q,Q,N,N,N,,CRVL,N
CRVO,CervoMed Inc. - Common Stock,Q,S,N,N,N,,CRVO,N
CRVS,"Corvus Pharmaceuticals, Inc. - Common Stock",Q,G,N,N,N,,CRVS,N
CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock",Q,Q,N,N,N,,CRWD,N
CRWS,"Crown Crafts, Inc. - Common Stock",Q,S,N,N,N,,CRWS,N
CRWV,"CoreWeave, Inc. - Class A Common Stock",Q,Q,N,N,N,,CRWV,N
CSAI,"Cloudastructure, Inc. - Class A Common Stock",Q,S,N,N,H,,CSAI,N
CSAN,Cosan S.A. ADS,N, ,N,N,,CSAN,CSAN,N
CSBR,"Champions Oncology, Inc. - Common Stock",Q,S,N,N,N,,CSBR,N
CSCO,"Cisco Systems, Inc. - Common Stock",Q,Q,N,N,N,,CSCO,N
CSGP,"CoStar Group, Inc. - Common Stock",Q,Q,N,N,N,,CSGP,N
CSHR,CoinShares PLC - Ordinary Shares,Q,Q,N,N,N,,CSHR,N
CSHRW,CoinShares PLC - Warrants,Q,S,N,N,N,,CSHRW,N
CSIQ,Canadian Solar Inc. - Common Shares,Q,Q,N,N,N,,CSIQ,N
CSL,Carlisle Companies Incorporated Common Stock,N, ,N,N,,CSL,CSL,N
CSPI,CSP Inc. - Common Stock,Q,G,N,N,N,,CSPI,N
CSQ,Calamos Strategic Total Return Fund - Closed End Fund,Q,Q,N,N,N,,CSQ,N
CSR,D/B/A Centerspace Common Stock,N, ,N,N,,CSR,CSR,N
CSTE,Caesarstone Ltd. - Ordinary Shares,Q,Q,N,N,N,,CSTE,N
CSTL,"Castle Biosciences, Inc. - Common stock",Q,G,N,N,N,,CSTL,N
CSTM,Constellium SE Ordinary Shares (France),N, ,N,N,,CSTM,CSTM,N
CSV,"Carriage Services, Inc. Common Stock",N, ,N,N,,CSV,CSV,N
CSW,"CSW Industrials, Inc. Common Stock",N, ,N,N,,CSW,CSW,N
CSWC,Capital Southwest Corporation - Common Stock,Q,Q,N,N,N,,CSWC,N
CSX,CSX Corporation - Common Stock,Q,Q,N,N,N,,CSX,N
CTAA,ClearThink 1 Acquisition Corp. - Class A Ordinary Shares,Q,G,N,N,N,,CTAA,N
CTAAR,ClearThink 1 Acquisition Corp. - Rights,Q,G,N,N,N,,CTAAR,N
CTAAU,ClearThink 1 Acquisition Corp. - Units,Q,G,N,N,N,,CTAAU,N
CTAS,Cintas Corporation - Common Stock,Q,Q,N,N,N,,CTAS,N
CTBI,"Community Trust Bancorp, Inc. - Common Stock",Q,Q,N,N,N,,CTBI,N
CTEV,Claritev Corporation Class A Common Stock,N, ,N,N,,CTEV,CTEV,N
CTGO,Contango Silver & Gold Inc. Common Stock,A, ,N,N,,CTGO,CTGO,N
CTKB,"Cytek Biosciences, Inc. - Common Stock",Q,Q,N,N,N,,CTKB,N
CTM,"Castellum, Inc. Common Stock",A, ,N,N,,CTM,CTM,N
CTMX,"CytomX Therapeutics, Inc. - Common Stock",Q,Q,N,N,N,,CTMX,N
CTNM,"Contineum Therapeutics, Inc. - Common stock",Q,Q,N,N,N,,CTNM,N
CTNT,Cheetah Net Supply Chain Service Inc. - Class A Common Stock,Q,S,N,N,N,,CTNT,N
CTO,"CTO Realty Growth, Inc. Common Stock",N, ,N,N,,CTO,CTO,N
CTOR,"Citius Oncology, Inc.  - Common Stock",Q,S,N,N,D,,CTOR,N
CTOS,"Custom Truck One Source, Inc. Common Stock",N, ,N,N,,CTOS,CTOS,N
CTRE,"CareTrust REIT, Inc. Common Stock",N, ,N,N,,CTRE,CTRE,N
CTRI,"Centuri Holdings, Inc. Common Stock",N, ,N,N,,CTRI,CTRI,N
CTRM,Castor Maritime Inc. - Common Shares,Q,S,N,N,N,,CTRM,N
CTRN,"Citi Trends, Inc. - Common Stock",Q,Q,N,N,N,,CTRN,N
CTS,CTS Corporation Common Stock,N, ,N,N,,CTS,CTS,N
CTSH,Cognizant Technology Solutions Corporation - Class A Common Stock,Q,Q,N,N,N,,CTSH,N
CTSO,Cytosorbents Corporation - Common Stock,Q,S,N,N,D,,CTSO,N
CTVA,"Corteva, Inc. Common Stock ",N, ,N,N,,CTVA,CTVA,N
CTW,CTW - Class A Ordinary Shares,Q,S,N,N,N,,CTW,N
CTXR,"Citius Pharmaceuticals, Inc. - Common Stock",Q,S,N,N,D,,CTXR,N
CUB,Lionheart Holdings - Class A Ordinary Shares,Q,G,N,N,N,,CUB,N
CUBB,"Customers Bancorp, Inc 5.375% Subordinated Notes Due 2034",N, ,N,N,,CUBB,CUBB,N
CUBE,CubeSmart Common Shares,N, ,N,N,,CUBE,CUBE,N
CUBI,"Customers Bancorp, Inc Common Stock",N, ,N,N,,CUBI,CUBI,N
CUBWU,Lionheart Holdings - Unit,Q,G,N,N,N,,CUBWU,N
CUBWW,Lionheart Holdings - Warrant,Q,G,N,N,N,,CUBWW,N
CUE,"Cue Biopharma, Inc. - Common Stock",Q,S,N,N,N,,CUE,N
CULP,"Culp, Inc. - Common Shares",Q,S,N,N,N,,CULP,N
CUPR,Cuprina Holdings (Cayman) Limited - Class A Ordinary shares,Q,S,N,N,D,,CUPR,N
CURB,Curbline Properties Corp. Common Stock,N, ,N,N,,CURB,CURB,N
CURI,CuriosityStream Inc.  - Class A Common Stock,Q,S,N,N,N,,CURI,N
CURR,Currenc Group Inc. - Ordinary Shares,Q,G,N,N,N,,CURR,N
CURV,Torrid Holdings Inc. Common Stock,N, ,N,N,,CURV,CURV,N
